id_servidor,nome,pesquisador_qid,id_unidade,unidade,id_centro,centro,coordenador,internos,externos
17562,Edna Maria Da Silva,,195,DEPARTAMENTO DE ODONTOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,2,0
5753608,Edna Maria Da Silva,,1452,NÚCLEO DE EDUCAÇÃO DA INFÂNCIA,5965,CENTRO DE EDUCAÇÃO,0,3,0
5752496,Edna Moura Pinto,,54,DEPARTAMENTO DE ARQUITETURA,445,CENTRO DE TECNOLOGIA,1,0,3
5752987,Edney Rafael Viana Pinheiro Galvao,,5075,DEPARTAMENTO DE ENGENHARIA DE PETROLEO,445,CENTRO DE TECNOLOGIA,2,1,6
5751827,Edson Noriyuki Ito,Q95985315,1589,DEPARTAMENTO DE ENGENHARIA DE MATERIAIS,445,CENTRO DE TECNOLOGIA,1,3,0
5752753,Eduardo Anibal Pellejero,,137,DEPARTAMENTO DE FILOSOFIA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",0,0,2
5757543,Eduardo Bodnariuc Fontes,Q92667272,199,DEPARTAMENTO DE EDUCAÇÃO FÍSICA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,4,0
5759249,Eduardo Bouth Sequerra,,6026,INSTITUTO DO CÉREBRO,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,1
5755033,Eduardo Caldas Costa,Q47140375,199,DEPARTAMENTO DE EDUCAÇÃO FÍSICA,441,CENTRO DE CIÊNCIAS DA SAÚDE,3,5,2
5752241,Eduardo Henrique Da Silva Aranha,,125,DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,1,1,1
18189,Eduardo Henrique Silveira De Araujo,,7761,DEPARTAMENTO DE DEMOGRAFIA E CIENCIAS ATUARIAIS,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,0,1
5753022,Eduardo José Cidade Cavalcanti,,50,DEPARTAMENTO DE ENGENHARIA MECANICA,445,CENTRO DE TECNOLOGIA,2,0,3
24414,Eduardo Lins De Barros Neto,,57,DEPARTAMENTO DE ENGENHARIA QUIMICA,445,CENTRO DE TECNOLOGIA,3,4,2
5752218,Eduardo Luiz Voigt,,179,DEPARTAMENTO DE BIOLOGIA CELULAR E GENÉTICA,440,CENTRO DE BIOCIÊNCIAS,1,5,0
5756871,Eduardo Nogueira Cunha,,6069,INSTITUTO METROPOLE DIGITAL,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,0,1
5754334,Edu Silvestre De Albuquerque,,142,DEPARTAMENTO DE GEOGRAFIA/CCHLA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,0,1
5753011,Efrain Pantaleon Matamoros,,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,4,1
5757432,Egmar Longo Hull,,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,5,0
5757883,Eiji Adachi Medeiros Barbosa,,6069,INSTITUTO METROPOLE DIGITAL,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2,3,2
5751875,Elaine Cristina Gavioli,,184,DEPARTAMENTO DE BIOFÍSICA E FARMACOLOGIA,440,CENTRO DE BIOCIÊNCIAS,2,4,0
5756325,Elaine Gouvea Pimentel,,120,DEPARTAMENTO DE MATEMÁTICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,2,1,3
5753599,Elaine Santana De Oliveira,,1452,NÚCLEO DE EDUCAÇÃO DA INFÂNCIA,5965,CENTRO DE EDUCAÇÃO,0,1,1
5753609,Elda Silva Do Nascimento Melo,,5968,DEPARTAMENTO DE PRÁTICAS EDUCACIONAIS E CURRÍCULO,5965,CENTRO DE EDUCAÇÃO,1,4,0
5753013,Eledir Vitor Sobrinho,,6025,INSTITUTO DE QUÍMICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,7,1
5759544,Elena Aladova,,120,DEPARTAMENTO DE MATEMÁTICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,2,1,1
26253,Eliana Andrade Da Silva,,162,DEPARTAMENTO DE SERVIÇO SOCIAL - DESSO,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,1,3,1
2289228,Eliana Costa Guerra,,202,DEPARTAMENTO DE SAÚDE COLETIVA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,2,1
23785,Eliana Lucia Tomaz Do Nascimento,,200,DEPARTAMENTO DE INFECTOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,0,1
24166,Eliane Marinho Soriano,,180,DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA,440,CENTRO DE BIOCIÊNCIAS,2,2,0
26589,Eliane Pereira da Silva,Q93152768,10413,EBSERH - DIVISÃO DE APOIO DIAGNOSTICO E TERAPEUTICO,8193,SUPERINTENDÊNCIA DO HUOL - EBSERH,0,1,0
5756063,Eliane Pereira da Silva,Q93152768,191,DEPARTAMENTO DE MEDICINA CLÍNICA,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,1,0
5041557,Eliane Santos Cavalcante,,205,ESCOLA DE SAÚDE,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,2,0
5759663,Eliardo Guimaraes Da Costa,,47,DEPARTAMENTO DE ESTATISTICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,1,2
5758745,Elias Jacob De Menezes Neto,,262,GABINETE DO REITOR,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,4,4,4
5758768,Eliene Silva Araújo,Q93024533,5610,DEPARTAMENTO DE FONOAUDIOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,2,0
5757893,Elisama Vieira Dos Santos,,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,3,0
5751600,Elisangela Franco De Oliveira Cavalcante,,205,ESCOLA DE SAÚDE,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2,2,1
5751560,Elisanie Neiva Magalhaes Teixeira,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2,5,1
22941,Elisete Schwade,,144,DEPARTAMENTO DE ANTROPOLOGIA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,0,1
5755467,Elissa Arantes Ostrosky,,196,DEPARTAMENTO DE FARMACIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,3,1
26043,Elizabel De Souza Ramalho Viana,,201,DEPARTAMENTO DE FISIOTERAPIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,2,0
23713,Elizabeth Ferreira Gouvea Goldbarg,,125,DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,2,5,1
19175,Elizabeth Jatoba Bezerra Tinoco,,199,DEPARTAMENTO DE EDUCAÇÃO FÍSICA,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,1,0
23754,Elizabeth Maia De Oliveira,,190,DEPARTAMENTO DE PATOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,1,0
5758612,Elizabeth Romani,,139,DEPARTAMENTO DE ARTES,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",2,2,1
22188,Eliza Maria Xavier Freire,Q21339671,183,DEPARTAMENTO DE BOTÂNICA E ZOOLOGIA,440,CENTRO DE BIOCIÊNCIAS,1,0,1
64640,Elizangela Emidio Cunha,,179,DEPARTAMENTO DE BIOLOGIA CELULAR E GENÉTICA,440,CENTRO DE BIOCIÊNCIAS,0,1,0
22728,Elizeu Antunes Dos Santos,,182,DEPARTAMENTO DE BIOQUÍMICA,440,CENTRO DE BIOCIÊNCIAS,2,5,0
5757117,Elton José Figueiredo de Carvalho,Q62673133,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,2,0
5757193,Emanuele Orazi,,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,2,0
17599,Emanuel Ferraz Jardim De Sa,,123,DEPARTAMENTO DE GEOLOGIA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,1,0,7
5760869,Emanuel Ramos Cavalcanti,,54,DEPARTAMENTO DE ARQUITETURA,445,CENTRO DE TECNOLOGIA,0,1,0
5755271,Emelie Katarina Svahn Leao,,6026,INSTITUTO DO CÉREBRO,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,1
22918,Emerson Moreira De Aguiar,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,0
5759593,Emerson Moura De Alencar,,6069,INSTITUTO METROPOLE DIGITAL,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,2,3
5752717,Enio Walker Azevedo Cacho,,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2,4,0
5753895,Erica Reviglio Iliovitz,,138,DEPARTAMENTO DE LETRAS,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,1,0
5752209,Ericka Janine Dantas Da Silveira,,195,DEPARTAMENTO DE ODONTOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,2,6,1
5761003,Eric Lucas Dos Santos Cabral,,115,DEPARTAMENTO DE ENGENHARIA PRODUÇÃO,445,CENTRO DE TECNOLOGIA,0,0,1
5760146,Erico Gurgel Amorim,,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,0
5758552,Erika Barioni Mantello,Q91639730,5610,DEPARTAMENTO DE FONOAUDIOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,2,2,0
26322,Erika Dos Reis Gusmao Andrade,,5967,DEPARTAMENTO DE FUNDAMENTOS E POLÍTICAS DA EDUCAÇÃO,5965,CENTRO DE EDUCAÇÃO,1,5,0
5757064,Erika Oliveira de Almeida,Q90174187,195,DEPARTAMENTO DE ODONTOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,3,1,3
5755462,Erika Simone Galvão Pinto,Q90155422,198,DEPARTAMENTO DE ENFERMAGEM,441,CENTRO DE CIÊNCIAS DA SAÚDE,2,6,0
5758392,Erik Fernando Miletta Martins,,138,DEPARTAMENTO DE LETRAS,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,1,0
5753876,Ermelinda Maria Mota Oliveira,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,4,2
5752588,Ermeton Duarte Do Nascimento,,181,DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA,440,CENTRO DE BIOCIÊNCIAS,0,1,1
5751764,Eronilson Vieira Da Silva,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,2,0
5757565,Esthephania Oliveira Maia Batalha,,1452,NÚCLEO DE EDUCAÇÃO DA INFÂNCIA,5965,CENTRO DE EDUCAÇÃO,0,2,0
5759516,Esther Majerowicz Gouveia,,160,DEPARTAMENTO DE ECONOMIA - DEPEC,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,1,1,0
5760796,Etienne Lautenschlager,,4880,DEPARTAMENTO DE EDUCAÇÃO - CERES,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,0,1,2
5753652,Eudenilson Lins De Albuquerque,,184,DEPARTAMENTO DE BIOFÍSICA E FARMACOLOGIA,440,CENTRO DE BIOCIÊNCIAS,1,1,1
5760136,Eudes Euler De Souza Lucena,,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,3,1
26597,Eugenia Maria Dantas,,142,DEPARTAMENTO DE GEOGRAFIA/CCHLA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,3,1
4311300,Eugenio Mariano Fonseca De Medeiros,,54,DEPARTAMENTO DE ARQUITETURA,445,CENTRO DE TECNOLOGIA,1,2,1
5757042,Eugenio Paccelli Aguiar Freire,,6069,INSTITUTO METROPOLE DIGITAL,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,0
18150,Eulália Maria Chaves Maia,Q90230305,143,DEPARTAMENTO DE PSICOLOGIA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",0,2,0
5753008,Euler Maciel Dantas,,195,DEPARTAMENTO DE ODONTOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,2,0
5753641,Eunadia Silva Cavalcante,,54,DEPARTAMENTO DE ARQUITETURA,445,CENTRO DE TECNOLOGIA,1,2,0
5754628,Eurides Araújo Bezerra de Macedo,Q90906953,198,DEPARTAMENTO DE ENFERMAGEM,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,3,0
5754558,Euzebio Guimaraes Barbosa,,196,DEPARTAMENTO DE FARMACIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,1,0
5757900,Evandro Dos Santos,,5486,CERES - DEPARTAMENTO DE HISTÓRIA,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,3,5,1
5757110,Evans Paiva Da Costa Ferreira,,50,DEPARTAMENTO DE ENGENHARIA MECANICA,445,CENTRO DE TECNOLOGIA,0,3,1
22770,Eveline Pipolo Milan,,200,DEPARTAMENTO DE INFECTOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,1,0
24802,Everaldo Silvino Dos Santos,Q96120479,57,DEPARTAMENTO DE ENGENHARIA QUIMICA,445,CENTRO DE TECNOLOGIA,2,4,1
5758443,Everton Ranielly De Sousa Cavalcante,,125,DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,2,1,3
5757233,Everton Santi,,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,0
5752210,Ewerton William Gomes Brito,,202,DEPARTAMENTO DE SAÚDE COLETIVA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,3,1
5751841,Expedito Silva Do Nascimento Junior,,177,DEPARTAMENTO DE MORFOLOGIA,440,CENTRO DE BIOCIÊNCIAS,1,1,0
5752855,Ezequias Oliveira Lira,,284,ESCOLA DE MÚSICA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,0
5754336,Fabia Barbosa De Andrade,,198,DEPARTAMENTO DE ENFERMAGEM,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,2,0
5756286,Fabiana Barbosa Goncalves,,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,2,0
5753707,Fabiana Cristina Mendonca De Araujo,,5610,DEPARTAMENTO DE FONOAUDIOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,1,2
5757972,Fabian Arley Posada Balvin,,120,DEPARTAMENTO DE MATEMÁTICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,3,0
5753508,Fabiana Rodrigues De Arruda Camara,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,0
5755040,Fabiana Tristao De Santana,,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,0
5753617,Fabiana Villela Da Motta,,1589,DEPARTAMENTO DE ENGENHARIA DE MATERIAIS,445,CENTRO DE TECNOLOGIA,3,7,2
5759245,Fabiane Rocha Botareli,,198,DEPARTAMENTO DE ENFERMAGEM,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,3,0
26300,Fabiano Andre De Souza Mendonca,,84,DEPARTAMENTO DE DIREITO PUBLICO - DIPUB,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,1,1,1
5753914,Fabiano Do Espirito Santo Gomes,,6025,INSTITUTO DE QUÍMICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,0,1
5753874,Fabio Dalmazzo Sanches,,50,DEPARTAMENTO DE ENGENHARIA MECANICA,445,CENTRO DE TECNOLOGIA,1,0,2
5752710,Fabio De Almeida Vieira,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,2,0
5758785,Fabio Henrique Vieira De Cristo E Silva,,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2,2,0
5757845,Fabio Jose Pinheiro Sousa,,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,3,1
5753244,Fabio Mafra Borges,,5486,CERES - DEPARTAMENTO DE HISTÓRIA,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,0,0,1
5753526,Fabio Magno Da Silva Santana,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,0
25444,Fabio Meneghetti Ugulino De Araujo,,56,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO,445,CENTRO DE TECNOLOGIA,1,2,1
5756793,Fabio Resende De Araujo,,11612,DEPARTAMENTO DE ADMINISTRAÇÃO PUBLICA E GESTÃO SOCIAL,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,1,2,0
5751546,Fabio Presgrave,Q88313839,284,ESCOLA DE MÚSICA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,0
5752390,Fabio Wellington Ataide Alves,,9750,DEPARTAMENTO DE DIREITO PROCESSUAL E PROPEDÊUTICA - DEPRO,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,0,1,0
3020005,Fabricia Azevedo Da Costa Cavalcanti,,201,DEPARTAMENTO DE FISIOTERAPIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,2,7,1
5754325,Fabricia Goncalves De Carvalho,,115,DEPARTAMENTO DE ENGENHARIA PRODUÇÃO,445,CENTRO DE TECNOLOGIA,0,1,1
5753645,Fabricio Gava Menezes,,6025,INSTITUTO DE QUÍMICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,1,4,5
5758751,Fabricio Germano Alves,,9750,DEPARTAMENTO DE DIREITO PROCESSUAL E PROPEDÊUTICA - DEPRO,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,2,4,3
5753055,Fabricio Vale De Azevedo Guerra,,9726,DEPARTAMENTO DE COMPUTAÇÃO E TECNOLOGIA,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,0,3,1
3020099,Fagner Lemos De Santana,,120,DEPARTAMENTO DE MATEMÁTICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,1,0
5759451,Federico Sanguinetti,,137,DEPARTAMENTO DE FILOSOFIA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,0,1
5752721,Felipe Bohn,,121,DEPARTAMENTO DE FÍSICA TEÓRICA E EXPERIMENTAL,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,2,1,3
5758434,Felipe Nalon Castro,,178,DEPARTAMENTO DE FISIOLOGIA E COMPORTAMENTO,440,CENTRO DE BIOCIÊNCIAS,1,2,0
5757128,Felix Ferreira Bernardo,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,0
5758439,Fellipe Coelho Lima,,143,DEPARTAMENTO DE PSICOLOGIA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,1,0
5752685,Fernanda Cristina Barbosa Pereira Queiroz,,115,DEPARTAMENTO DE ENGENHARIA PRODUÇÃO,445,CENTRO DE TECNOLOGIA,8,17,1
5757143,Fernanda Da Fonseca Freitas,,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,0
5757119,Fernanda Fernandes Gurgel,,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,3,0
5757625,Fernanda Julyanna Silva Dos Santos,,205,ESCOLA DE SAÚDE,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,0
5752764,Fernanda Marur Mazze,,6025,INSTITUTO DE QUÍMICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,2,0,2
23716,Fernanda Nervo Raffin,Q87423549,196,DEPARTAMENTO DE FARMACIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,3,0
23844,Fernando Cesar Alves Da Silva,,123,DEPARTAMENTO DE GEOLOGIA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,1,0,6
5757838,Fernando Diego Rodrigues Dos Santos,,284,ESCOLA DE MÚSICA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,0
19079,Fernando Gomes Teixeira,,162,DEPARTAMENTO DE SERVIÇO SOCIAL - DESSO,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,0,2,0
5755053,Fernando Guedes Cury,,120,DEPARTAMENTO DE MATEMÁTICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,3,0
5756808,Fernando Henrique Andrade Nogueira,Q94200701,196,DEPARTAMENTO DE FARMACIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,9,1
5759162,Fernando José Volpi Eusébio De Oliveira,,6025,INSTITUTO DE QUÍMICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,2,3,1
5756336,Fernando Luiz Vechiato,,63,DEPARTAMENTO DE CIÊNCIA DA INFORMAÇÃO,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,1,1,0
5757544,Fernando Vagner Lobo Ladd,,177,DEPARTAMENTO DE MORFOLOGIA,440,CENTRO DE BIOCIÊNCIAS,0,2,1
5753495,Fidel Ernesto Castro Morales,,47,DEPARTAMENTO DE ESTATISTICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,0,2
5752273,Filipe Martel De Magalhaes Borges,,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,3,6,0
24855,Fivia De Araujo Lopes,,178,DEPARTAMENTO DE FISIOLOGIA E COMPORTAMENTO,440,CENTRO DE BIOCIÊNCIAS,2,3,0
25301,Flavia Andreia Pereira Soares Dos Santos,,11865,GERÊNCIA DE ATENÇÃO À SAÚDE,8195,SUPERINTENDÊNCIA DO HUAB - EBSERH,0,1,0
5754624,Flavia Andreia Pereira Soares Dos Santos,,198,DEPARTAMENTO DE ENFERMAGEM,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,1,0
5761014,Flávia Barreto Tavares Chiavone,Q89779158,198,DEPARTAMENTO DE ENFERMAGEM,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,1,0
5757566,Flávia Christiane de Azevedo Machado,Q92653253,202,DEPARTAMENTO DE SAÚDE COLETIVA,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,1,3
5758461,Flavia Roldan Viana,,5968,DEPARTAMENTO DE PRÁTICAS EDUCACIONAIS E CURRÍCULO,5965,CENTRO DE EDUCAÇÃO,2,8,1
5753711,Flavio Bezerra Costa,,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,2,0
5752880,Flavio Cesar Bezerra Da Silva,,205,ESCOLA DE SAÚDE,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,6,0
5759414,Flavio Fernandes Fontes,,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,0
24811,Flavio Henrique Miranda De Araujo Freire,,7761,DEPARTAMENTO DE DEMOGRAFIA E CIENCIAS ATUARIAIS,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,1,1,2
5752691,Flavio Medeiros Junior,,5075,DEPARTAMENTO DE ENGENHARIA DE PETROLEO,445,CENTRO DE TECNOLOGIA,0,0,2
5752382,Flavius Da Luz E Gorgonio,,9726,DEPARTAMENTO DE COMPUTAÇÃO E TECNOLOGIA,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,0,1,1
25436,Flavo Elano Soares De Souza,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,2
5758826,Francileide Batista De Almeida Vieira,,4880,DEPARTAMENTO DE EDUCAÇÃO - CERES,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,1,2,2
5753761,Francine Alves Da Costa,,50,DEPARTAMENTO DE ENGENHARIA MECANICA,445,CENTRO DE TECNOLOGIA,1,1,1
23859,Francisca De Souza Miller,,144,DEPARTAMENTO DE ANTROPOLOGIA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",2,2,0
21986,Francisco Arnoldo Nunes de Miranda,Q89675321,198,DEPARTAMENTO DE ENFERMAGEM,441,CENTRO DE CIÊNCIAS DA SAÚDE,2,3,0
5756738,Francisco Belisio De Medeiros Neto,,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,0
5758859,Francisco Caninde de Sousa Junior,Q94445680,196,DEPARTAMENTO DE FARMACIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,3,6,0
5761080,Francisco Cleiton Vieira Silva Do Rego,,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,0
5752748,Francisco Das Chagas Fernandes Santiago Júnior,Q93794123,141,DEPARTAMENTO DE HISTÓRIA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,0,1
23406,Francisco Das Chagas Rodrigues,,191,DEPARTAMENTO DE MEDICINA CLÍNICA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,0,1
18205,Francisco De Assis Medeiros Da Silva,,47,DEPARTAMENTO DE ESTATISTICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,0,1
5757099,Francisco De Assis Noberto Galdino De Araujo,,63,DEPARTAMENTO DE CIÊNCIA DA INFORMAÇÃO,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,0,2,0
